case_id,maltreatment_narrative,severity_narrative,risk_narrative,safety_assessment_narrative,any_maltreatment,sexual_abuse,physical_abuse,physical_neglect_failure_to_provide,physical_neglect_lack_of_supervision,emotional_abuse,moral_legal_abuse,educational_abuse,sexual_abuse_severity,physical_abuse_severity,physical_neglect_failure_severity,physical_neglect_supervision_severity,emotional_abuse_severity,moral_legal_abuse_severity,educational_abuse_severity
26860ba8-afbd-471a-9ea7-7a4d4d764ca1,"On May 15th, a report was received from Mrs. Johnson, a neighbor, stating that she frequently hears loud arguments and crying from the Smith residence next door. She expressed concern for the well-being of the two children, ages 8 and 5. The following day, Officer Wilson responded to a noise complaint at the same address. He noted raised voices but no signs of physical altercation when the parents, Mr. and Mrs. Smith, answered the door. However, the children appeared disheveled and upset. During a follow-up visit on May 18th, I interviewed the family members separately. Mrs. Smith admitted to occasional heated disagreements with her husband but denied any physical abuse. Mr. Smith corroborated this account. The older child, Sarah, reluctantly disclosed that her parents often yell at each other, which frightens her, but she did not report any physical harm. The younger child, Michael, was too distressed to provide any information. Further inquiries with the children's teachers and the family physician did not reveal any concerning signs of maltreatment.","Based on the information gathered, this case does not appear to involve actual child maltreatment at this time. While the frequent verbal altercations between the parents are concerning and likely distressing for the children, there is no evidence of physical abuse, neglect, or other forms of maltreatment. The children's basic needs seem to be met, and they do not show signs of harm. However, the situation warrants monitoring, as the ongoing parental conflicts and emotional turmoil could potentially escalate and negatively impact the children's well-being.","The risk of future maltreatment in this case is moderate. While no abuse has occurred yet, the volatile home environment and recurring parental disputes raise concerns. Protective factors include the parents' acknowledgment of the issue, their cooperation with the investigation, and the lack of previous reports or evidence of maltreatment. However, risk factors such as the children's exposure to verbal aggression, potential substance abuse or mental health issues, and the lack of positive coping mechanisms or support systems could increase the likelihood of future harm.","At present, there are no immediate safety concerns that would necessitate the children's removal from the home. Both parents have demonstrated the ability to meet the children's basic needs, and there is no evidence of imminent danger or risk of physical harm. However, ongoing monitoring and support services should be provided to address the underlying family dynamics and ensure the children's emotional well-being.",False,False,False,False,False,False,False,False,,,,,,,
abfe704f-bf55-4b0b-898f-34d27dab7c15,"On May 15th, a call was received from a neighbor reporting loud arguing and a child crying at the Smith residence. The reporting party stated they frequently hear yelling and banging noises from the home. Upon arrival, officers made contact with Mrs. Smith who appeared agitated. She stated she and her husband had been having a heated argument, but denied any physical violence or threats. Mr. Smith corroborated this account. Their 8-year-old son, Johnny, was interviewed separately. He reported his parents had been yelling at each other, which scared him, causing him to cry. However, Johnny denied any physical discipline or witnessing violence between his parents. The home was observed to be clean and stocked with adequate food and supplies. No evidence of physical abuse or neglect was found. The following week, Johnny's teacher reported he had been quieter than usual in class and seemed anxious. When asked, Johnny reiterated the argument but denied any physical mistreatment. Based on the accounts and lack of physical evidence, no maltreatment was substantiated at this time.","While the reported arguing and environmental factors do not indicate severe maltreatment occurred, the frequency of loud conflicts in the home is concerning for potential emotional abuse or exposure to domestic violence. Johnny's anxious presentation at school suggests the arguing may be impacting his wellbeing. The lack of physical evidence and consistent denial of abuse by all parties reduces the assessed severity. However, the pattern of hostile interactions in the home elevates this case beyond a minor disagreement and warrants ongoing monitoring.","There are indications of risk factors that increase Johnny's vulnerability, such as exposure to verbal and emotional outbursts between parents and an unstable home environment. However, there are also protective factors like no substantiated physical abuse, both parents expressing appropriate concern for Johnny's welfare, and no reported issues regarding basic provisions like food and shelter. With proper support and interventions to improve communication and reduce hostility, the risk of future maltreatment could potentially be mitigated.","Based on the information gathered, there are no acute safety concerns that would require Johnny's immediate removal from the home at this time. Both parents have demonstrated at least marginal capabilities for ensuring his basic needs are met, and there is no disclosure or evidence of physical abuse or neglect that would deem the home unsafe. Nonetheless, a safety plan should be established to address the emotional impacts of the hostile environment.",True,False,False,False,False,True,False,False,,,,,2.0,,
6ec0dabb-b49d-48da-9742-43025eb5d92f,"On May 12th, a call was received from a neighbor reporting loud arguing and a child crying at the Smith residence. Police were dispatched and spoke to Mrs. Smith, who stated she and her husband had a heated argument but there was no violence or threats made. Their 8-year-old son, Tommy, was interviewed and corroborated his mother's account, stating they were just yelling because his dad was upset about his poor math grade. The next day, Tommy's teacher reported concerns about bruising on his arms which Tommy explained happened when he fell off the monkey bars at school. The school counselor met with Tommy who maintained the bruises were from playing and denied any abuse at home. A follow-up visit was made to the home where both parents were cooperative and denied any physical discipline or maltreatment. The home was observed to be clean and Tommy appeared healthy with no obvious signs of abuse or neglect.","Based on the information gathered, this case does not appear to involve actual maltreatment at this time. While the initial report of arguing raised concerns, the child's statements, lack of substantiating evidence, and cooperative parents suggest no abuse occurred. The bruising had an accidental explanation and there were no disclosures or clear indicators of abuse or neglect in the home. However, domestic violence in the presence of children can be emotionally harmful so some family counseling may be warranted as a preventative measure.","The risk of future maltreatment in this case appears relatively low. There are protective factors including both parents being present, no previous involvement with child welfare, and the child appearing well-cared for with no obvious risk factors like substance abuse or untreated mental health issues. However, the reported domestic violence is a risk factor that should be further assessed and addressed through services if needed.","Based on the information available, there are no immediate safety concerns requiring Tommy's removal from the home at this time. He is attending school regularly, appears physically healthy, and has not disclosed any abuse or expressed feeling unsafe in the home. Continued monitoring and offering voluntary preventative services may be appropriate.",False,False,False,False,False,False,False,False,,,,,,,
f941b48a-d102-42db-8303-ca80ab8a0036,"On March 15th, a report was filed by an anonymous neighbor alleging possible child neglect at 123 Main St. The neighbor stated that they frequently hear loud arguments and crying coming from the residence late at night. They also mentioned seeing the children, ages 8 and 5, playing unsupervised outside on multiple occasions. 

When I arrived at the home for an unannounced visit, Mrs. Jones was visibly flustered but allowed me inside. The home was cluttered but did not appear unsafe or unsanitary. Mrs. Jones explained that she works the night shift and her husband, Mr. Jones, works during the day, so there are periods when the children are not directly supervised. However, she stated the kids know to stay in the fenced backyard and that the yelling was just them 'blowing off steam' after work. 

The children, Sarah and Tommy, did not display any obvious signs of neglect. They were appropriately dressed, appeared healthy, and engaged with me in an age-appropriate manner. When asked, they reported feeling safe at home. Mr. Jones arrived home during the visit and corroborated his wife's account of their schedules and parenting approach. 

I also followed up with Sarah's teacher, who had no concerns about her well-being. However, a former neighbor mentioned occasionally hearing loud fights between the parents at night before they moved away last year.","Based on the information gathered, this case does not appear to constitute severe child maltreatment at this time. While the allegations of frequent loud arguments are concerning, there is no evidence of the children being directly exposed to domestic violence. The children did not show any signs of neglect and both parents have reasonable explanations for their parenting decisions given their work schedules. The home environment, while cluttered, did not raise safety concerns. Overall, this seems to be a case of less-than-ideal but not necessarily abusive parenting.","The risk factors present include the cluttered home environment, reports of frequent loud arguments between the parents, and periods of inadequate supervision for the children's ages. However, there are also significant protective factors such as no evidence of substance abuse, no previous involvement with child services, the children appearing healthy, and both parents being employed and invested in caring for the kids. At this time, the protective factors outweigh the risk factors, suggesting a low risk for future maltreatment if the current circumstances remain stable.","Based on my observations and interviews, there are no acute safety concerns requiring immediate intervention or removal of the children from the home. The children reported feeling safe, did not display signs of maltreatment, and both parents were actively caring for them during my visit. Continued monitoring and support services may be warranted, but there is no indication that the children are in imminent danger.",True,False,False,False,True,False,False,False,,,,2.0,,,
917387ad-099c-4b29-b2e1-4b5e08d6d97a,"On March 15th, a report was received from Mrs. Johnson, a neighbor, stating that she frequently hears yelling and crying coming from the Smith household late at night. She expressed concern for the wellbeing of the two children, ages 8 and 5. Upon further investigation, it was discovered that Mr. and Mrs. Smith are going through a contentious divorce, which has created a tense environment at home. The children's teacher, Ms. Williams, corroborated that the older child, Samantha, has been exhibiting signs of anxiety and has had difficulty concentrating in class. During an interview, Samantha disclosed that her parents often engage in heated arguments, but she denied any physical altercations or direct abuse towards her or her younger brother, Michael. The parents acknowledged the stressful situation but insisted that the conflicts have been strictly verbal and have not escalated to violence or neglect of the children's needs.","While the situation at the Smith household is undoubtedly stressful for the children due to the ongoing parental conflict, the available information does not indicate the occurrence of actual maltreatment. The primary concern revolves around the emotional impact of witnessing frequent parental disputes, which can be detrimental to the children's well-being. However, there is no evidence of physical abuse, neglect, or direct harm towards the children. It is crucial to monitor the situation closely and provide appropriate support services to mitigate the emotional distress experienced by Samantha and Michael.","Given the absence of confirmed maltreatment and the presence of protective factors, such as the parents' acknowledgment of the situation and their commitment to prioritizing their children's well-being, the risk of future abuse appears to be relatively low. Nevertheless, the ongoing parental conflict and the emotional strain on the children should not be overlooked. Providing counseling and support services to the family could help address the underlying issues and prevent potential escalation.","Based on the available information, there are no immediate safety concerns for Samantha and Michael. The parents have not exhibited behaviors that directly endanger the children's physical safety, and there is no indication of imminent risk. However, the emotional impact of the parental conflicts should be addressed promptly to ensure the children's overall well-being and prevent potential long-term psychological harm.",False,False,False,False,False,False,False,False,,,,,,,
b90accde-94c6-4dda-8ac8-a6030d26e7fb,"On May 12th, 2022, a report was received from Mrs. Johnson, a neighbor, expressing concerns about possible neglect of the Smith children. She stated that she frequently hears yelling and crying coming from the home and has noticed the children, ages 8 and 5, playing outside unsupervised for extended periods. Another neighbor, Mr. Williams, corroborated these claims, adding that the children often appear unkempt and wear soiled clothing. The school counselor also contacted our agency, reporting that the older child, Timmy, has been falling asleep in class and exhibiting signs of hunger. When the case worker attempted to interview the parents, Mr. and Mrs. Smith were initially defensive, denying any wrongdoing. However, after building rapport, Mrs. Smith admitted to struggling with depression and feeling overwhelmed with caring for the children alone while her husband works long hours. She stated that she sometimes neglects household chores and struggles to provide consistent meals and supervision. Both parents insisted that they love their children deeply and have never intentionally harmed them.","Based on the information gathered, this case appears to be one of moderate severity. While there are concerning reports of neglectful supervision, lack of basic care, and potential failure to meet the children's basic needs, there is no evidence of intentional maltreatment or severe physical or emotional abuse. The parents' cooperation and acknowledgment of their struggles suggest a willingness to improve the situation with proper support and resources. However, the potential negative impacts on the children's well-being, particularly the older child's academic performance and signs of hunger, warrant prompt intervention and monitoring.","The risk of future maltreatment in this case is moderate. On the one hand, protective factors include the parents' love for their children, their willingness to engage with the agency, and the absence of severe abuse or intentional harm. However, risk factors such as Mrs. Smith's depression, the family's apparent lack of support system, and the parents' limited resources and coping mechanisms could exacerbate the neglectful situation if left unaddressed.","At present, there are no immediate safety concerns that would necessitate emergency removal of the children from the home. While the living conditions and level of care are suboptimal, there is no evidence of imminent danger or risk of severe physical harm. With appropriate interventions and support services in place, it is likely that the children can remain safely in the home while the family works to improve their circumstances.",True,False,False,True,True,False,False,False,,,3.0,3.0,,,
189fa4ff-a701-4670-bafa-d7d797c2cc7e,"On March 15th, a call was received from a concerned neighbor reporting potential child neglect at 123 Oak Street. The neighbor, Mrs. Johnson, stated that she frequently hears yelling and crying from the residence late at night. She also mentioned that the children, ages 7 and 9, are often seen outside unsupervised for extended periods. Upon investigation, the father, Mr. Smith, admitted to occasional heated arguments with his wife but denied any form of neglect or abuse towards the children. The mother, Mrs. Smith, corroborated her husband's account and stated that the arguments were due to marital stress. The children, when interviewed separately, appeared well-cared for and did not disclose any concerning information. However, the eldest child mentioned feeling scared during the loud arguments between her parents. Further inquiries with the children's teachers and a home visit revealed no signs of maltreatment. The household appeared clean, and the children had adequate food, clothing, and shelter.","Based on the information gathered, this case does not appear to be severe. While the frequent arguments between the parents are concerning, there is no evidence of physical abuse, severe neglect, or direct harm to the children. The children's basic needs seem to be met, and they did not disclose any instances of maltreatment. However, the emotional impact of witnessing domestic discord should be addressed, as it may have long-term psychological effects on the children. Providing the family with counseling and parenting support services could help mitigate potential risks.","The risk of future maltreatment in this case appears to be low. Both parents acknowledge the marital issues and seem committed to providing a safe environment for their children. The children have a stable home, and their basic needs are being met. Additionally, there are no reported substance abuse issues or prior history of child maltreatment. However, the ongoing domestic conflicts could escalate and potentially lead to emotional or psychological harm to the children if left unaddressed.","Based on the available information, the children do not appear to be in immediate danger. There are no indications of physical abuse, severe neglect, or imminent safety concerns. The home environment is stable, and the children's basic needs are being met. However, the emotional impact of witnessing domestic discord should be monitored, and the family may benefit from counseling services to address the marital issues in a healthier manner.",True,False,False,False,False,True,False,False,,,,,2.0,,
2348531b-46c4-411c-8a9d-e9de157d1197,"On May 15th, a call was received from a concerned neighbor reporting potential child neglect at 123 Oak Street. The neighbor, Mrs. Johnson, stated that she frequently hears loud arguments and crying coming from the residence late at night. She has also noticed that the two children, ages 8 and 5, are often outside unsupervised for extended periods. Another neighbor, Mr. Smith, corroborated these claims, adding that the children sometimes appear unkempt and wear dirty clothes. When the police conducted a welfare check, the mother, Ms. Garcia, was defensive and reluctant to allow entry. However, the officers did not observe any evident signs of neglect or abuse inside the home. During a follow-up visit, the case worker interviewed the children, who reported occasional heated arguments between their parents but denied any physical mistreatment. The father, Mr. Rodriguez, attributed the noise to his wife's struggles with postpartum depression and stated that they were seeking counseling. Teachers at the children's school reported no concerns about their well-being or academic performance.","While the allegations from neighbors raise some concerns, the information gathered thus far does not indicate severe or ongoing maltreatment. The children's statements, their general well-being observed by authorities, and their satisfactory school performance suggest that their basic needs are being met. However, the reported frequent loud arguments and potential mental health issues of the mother warrant further assessment and monitoring to ensure a stable and nurturing environment for the children.","Based on the available information, the risk of future maltreatment appears to be moderate. Protective factors include the involvement of both parents, the children's positive adjustment at school, and the family's willingness to seek counseling. However, risk factors such as the mother's potential postpartum depression, marital conflicts, and reports of inadequate supervision raise concerns about the stability of the home environment.","At present, there are no immediate safety concerns that would necessitate the removal of the children from the home. The children have not disclosed any instances of physical abuse or severe neglect, and their overall well-being appears to be satisfactory. However, ongoing monitoring and support services should be provided to address the identified risk factors and ensure a safe and nurturing environment.",True,False,False,False,True,True,False,False,,,,2.0,3.0,,
fc56db15-70ab-4d36-b841-e9b84e9a5ca5,"On April 15th, a call was received from a neighbor reporting potential child neglect at 123 Main St. The neighbor, Mrs. Johnson, stated that she frequently hears yelling and crying coming from the residence. She has also noticed that the two children, ages 7 and 9, are often left unsupervised for extended periods. Another neighbor, Mr. Smith, corroborated these accounts, adding that the children sometimes appear unkempt and malnourished.

When the case worker followed up on April 18th, the parents, Jane and John Doe, denied any wrongdoing. They explained that the yelling was due to typical family disagreements and that the children were never left alone for too long. The children, when interviewed separately, did not disclose any concerning information.

However, the school counselor reported that the older child, Sarah, had recently been acting out in class and exhibiting signs of anxiety. The teacher also noted that both children occasionally came to school without having eaten breakfast.

A home visit on April 22nd revealed a cluttered but not unsanitary living environment. There was adequate food in the kitchen, and the children's rooms appeared reasonably kept. No obvious signs of neglect were observed, but the parents seemed overwhelmed and admitted to struggling with managing their household.","While the allegations from the neighbors raise some concerns, the information gathered so far does not indicate a severe case of child neglect. The home environment appears reasonably maintained, and there is no evidence of malnutrition or lack of supervision that would constitute immediate danger. However, the parents' admitted struggles with household management and the children's behavioral issues at school suggest that additional support and resources may be needed to ensure the children's well-being.","Based on the available information, there is a moderate risk of future neglect if the family's circumstances remain unchanged. The parents' overwhelmed state and difficulty managing the household could potentially lead to a deterioration of the living conditions or inadequate care for the children. However, protective factors such as the parents' willingness to cooperate and the lack of severe neglect allegations mitigate the risk to some extent.","At present, there are no immediate safety concerns that would warrant the children's removal from the home. The living conditions, while not ideal, do not pose an imminent threat to the children's well-being. With appropriate support and resources provided to the family, the children's safety can likely be maintained in their current environment.",True,False,False,False,True,False,False,False,,,,2.0,,,
802bf1f4-c30a-4aea-a10a-5b181b80a02b,"On May 3rd, a report was filed by Mrs. Johnson, a neighbor, alleging potential child neglect at the Smith residence. She stated that she frequently hears yelling and crying from the children late at night. Officer Wilson was dispatched for a welfare check and noted that the home appeared unkempt from the outside, with an overgrown yard and broken windows. Upon entering, he found the children, ages 8 and 5, alone and unsupervised. The mother, Ms. Smith, returned home two hours later appearing intoxicated. She admitted to leaving the children alone to ""run some errands"" and became defensive when questioned about her alcohol use. The children reported being left alone frequently and not having enough food in the house. A teacher at the children's school also expressed concerns about them coming to school unbathed and in dirty clothes. However, a medical examination revealed no signs of physical abuse or severe malnutrition.","While no conclusive evidence of maltreatment was found, there are several concerning factors that suggest a moderate risk situation. The children being left unsupervised for extended periods, the potential alcohol abuse by the mother, and the children's reports of neglect and food insecurity are serious issues that require intervention. The home environment also appears to be substandard and potentially unsafe. However, the lack of physical abuse or severe deprivation mitigates the immediate severity somewhat. Ongoing monitoring and support services are recommended to ensure the children's safety and well-being.","Based on the information available, there is a significant risk of future maltreatment if the current circumstances persist. The mother's apparent substance abuse and neglectful behavior towards her children's basic needs are major risk factors. The lack of adequate supervision and an appropriate home environment also increase the likelihood of future harm. Protective factors, such as involvement from social services and the children's school, may help mitigate some of the risk. However, without substantial changes in the mother's behavior and living conditions, the risk of neglect or abuse will remain high.","While no immediate safety concerns were identified that would warrant emergency removal, the children's current living situation raises serious doubts about their ongoing safety. The lack of proper supervision, potential for substance abuse in the home, and substandard living conditions all pose threats to the children's well-being. Protective measures, such as increased monitoring, referrals for support services, and potential court-ordered interventions, should be implemented to ensure the children's safety until the home environment can be improved.",True,False,False,True,True,False,False,False,,,3.0,4.0,,,
